objid,class,u,g,r,i,z,specObjID,spectrum
1237650795682988218,QSO,19.62966,19.22948,18.97206,18.58519,18.60841,299554823508879360,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0238.fits
1237650794609115162,QSO,19.17578,18.84676,18.53635,18.55327,18.13187,299558671799576576,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0252.fits
1237650795682726133,QSO,19.67219,19.24622,19.20415,19.0435,18.99495,299575439351900160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0313.fits
1237651752921334009,QSO,19.43894,19.27326,19.14093,18.93243,18.71508,299577638375155712,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0321.fits
1237651752921399506,QSO,19.03161,18.56569,18.27918,18.1012,17.93703,299580662032132096,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0332.fits
1237650796219662491,QSO,19.61821,19.42662,19.21693,19.0316,19.11302,299585884712364032,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0351.fits
1237648721752555548,QSO,19.09947,18.91917,18.59275,18.47179,18.4079,299598254218176512,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0396.fits
1237648722826494156,QSO,19.52744,18.95151,18.8191,18.61297,18.5503,299600728119339008,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0405.fits
1237650796219990144,QSO,19.01106,18.41019,17.72596,17.19552,17.01607,299625192253057024,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0494.fits
1237650797293994097,QSO,19.93363,19.66266,19.41196,19.19222,18.93776,299644983462356992,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0266/spec-0266-51630-0566.fits
1237651801233490042,QSO,19.57314,19.08471,18.90758,18.92292,18.89687,300656808668719104,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0151.fits
1237650796220907565,QSO,19.31553,19.20293,18.91912,18.89536,18.90595,300661481593137152,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0168.fits
1237648720142860487,QSO,19.35929,19.16897,18.84872,18.77326,18.7961,300672201831507968,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0207.fits
1237648720142663773,QSO,19.09661,18.93831,18.87371,18.8371,18.31161,300683746703599616,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0249.fits
1237650794609705073,QSO,19.73444,19.38648,19.08392,18.883,18.82264,300694192064063488,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0287.fits
1237648722826952856,QSO,19.22407,19.08886,18.9874,18.7501,18.67559,300706011814062080,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0330.fits
1237648721753210940,QSO,19.03152,18.80974,18.51177,18.30773,18.32288,300711234494294016,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0349.fits
1237651752922382481,QSO,19.60795,19.19753,19.07201,19.00282,18.93877,300716457174525952,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0368.fits
1237648722290409485,QSO,19.11281,18.90103,18.72341,18.47907,18.45082,300731575459407872,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0423.fits
1237648722290868433,QSO,19.37157,19.26912,18.68862,18.28715,18.00378,300784901773355008,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0617.fits
1237651800160469287,QSO,19.20929,18.9735,18.6419,18.21506,18.14446,301741752186857472,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0002.fits
1237648720680910990,QSO,19.54589,19.4003,19.00854,18.93381,18.95291,301748074378717184,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0025.fits
1237654668661751953,QSO,19.58138,19.35659,19.18351,19.06875,18.98571,301754946326390784,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0050.fits
1237648720680714400,QSO,19.67026,18.86384,18.78284,18.56136,18.53847,301757420227553280,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0059.fits
1237648720143712309,QSO,19.97935,19.32847,18.68036,18.2951,18.15961,301764567053133824,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0085.fits
1237651800697209027,QSO,19.52315,17.73674,16.82615,16.34273,16.04243,301781334605457408,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0146.fits
1237654670272495858,QSO,19.22074,18.69974,18.6657,18.68398,18.37864,301785182896154624,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0160.fits
1237648721217454306,QSO,19.64901,19.0993,18.94803,18.70129,18.64914,301794253867083776,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0193.fits
1237648720680321298,QSO,19.67357,19.53136,19.33793,19.31517,18.89869,301798377035687936,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0208.fits
1237648720143450237,QSO,19.81563,19.41696,19.21801,19.11955,19.03898,301812395808942080,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0259.fits
1237648721754587434,QSO,19.83959,19.24834,19.13589,19.03989,18.80801,301903105518233600,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0589.fits
1237648720681566349,QSO,19.14401,18.97639,18.8898,18.6867,18.73039,302875353322383360,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0030.fits
1237648721218502717,QSO,19.33915,19.13804,19.07841,18.97609,19.14412,302876452834011136,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0034.fits
1237654668662407259,QSO,19.03555,18.74096,18.60938,18.4808,18.65223,302878651857266688,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0042.fits
1237648720144498711,QSO,19.04783,18.95466,18.96358,18.70582,18.72556,302883599659591680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0060.fits
1237648720681435320,QSO,19.84413,19.25792,18.58782,18.15632,17.9191,302894869653776384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0101.fits
1237648720681173086,QSO,19.13636,18.57909,18.09567,17.98651,17.53578,302916859886331904,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0181.fits
1237654668661817574,QSO,19.3425,18.74045,18.04322,17.6248,17.34036,302944347677026304,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0281.fits
1237648720143908982,QSO,19.5641,19.30066,19.18952,19.00738,18.8925,302948745723537408,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0297.fits
1237648720680910995,QSO,19.38906,19.10771,19.12901,19.06419,19.20009,302951769380513792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0308.fits
1237648721217847335,QSO,19.25636,18.99334,18.79248,18.79465,18.17492,302954793037490176,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0319.fits
1237651752386756731,QSO,19.17321,18.86776,18.92559,19.01686,18.65145,302971010833999872,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0378.fits
1237648722828460206,QSO,19.55899,19.18703,19.17852,19.15341,19.08777,302979806927022080,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0410.fits
1237648721755111496,QSO,19.10474,18.54897,18.40752,18.39882,18.24438,303007019839809536,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0509.fits
1237648721755177104,QSO,19.42079,19.19525,18.9468,18.97538,18.88353,303009493740972032,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0518.fits
1237651752387149971,QSO,19.83332,19.57113,19.17593,19.10192,18.9057,303022962758412288,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0567.fits
1237648722292113511,QSO,19.3678,19.1034,18.97375,18.751,18.63975,303035607142131712,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0269/spec-0269-51910-0613.fits
1237648720682287303,QSO,19.26622,18.79368,18.27105,18.08174,17.60963,304010324183377920,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0063.fits
1237648721219092777,QSO,19.92998,19.35107,18.80924,18.63067,18.22487,304024892712445952,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0116.fits
1237651800161583204,QSO,19.11198,19.28997,19.30838,18.98308,18.94457,304032589293840384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0144.fits
1237648720144957634,QSO,19.58858,19.38302,18.73046,18.2374,18.11489,304049356846163968,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0205.fits
1237651800698257548,QSO,19.16603,18.95378,18.97859,18.86273,19.03556,304058427817093120,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0238.fits
1237648720144892014,QSO,19.50036,19.19754,18.68517,18.26077,18.10845,304060626840348672,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0246.fits
1237648721218568377,QSO,19.8439,18.48095,17.59624,17.06406,16.81316,304066124398487552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0266.fits
1237654670810874101,QSO,19.78781,19.66534,19.12172,18.8633,18.29247,304134843875223552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0516.fits
1237651801235652715,QSO,19.60708,18.03075,16.97885,16.4007,16.08183,304142265578711040,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0543.fits
1237648722292572229,QSO,19.24938,19.11434,18.93191,18.92378,18.95067,304151886305454080,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0578.fits
1237654670274134074,QSO,19.01796,19.04531,18.80996,18.84413,19.03238,304168928735684608,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0270/spec-0270-51909-0640.fits
1237648721220075588,QSO,19.19915,18.98459,18.72596,18.60472,18.58579,305129076828432384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0037.fits
1237648720682942646,QSO,19.41216,19.22254,19.00697,18.94478,18.78099,305135948776105984,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0062.fits
1237651800699502681,QSO,19.61561,19.28935,18.97774,18.70502,18.51294,305138972433082368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0073.fits
1237648721219813563,QSO,19.61956,19.10582,18.98214,19.00753,18.9064,305140071944710144,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0077.fits
1237654669737656490,QSO,19.1263,18.84242,18.6177,18.40431,18.33783,305157664130754560,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0141.fits
1237648721219616821,QSO,19.06867,18.68773,18.5154,18.41898,18.18084,305160412909824000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0151.fits
1237654669737656573,QSO,19.45876,18.99323,18.72694,18.54781,18.6007,305161237543544832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0154.fits
1237648721219485758,QSO,19.03134,18.46426,18.11197,18.03946,17.43872,305171957781915648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0193.fits
1237648721219551336,QSO,19.51508,17.56035,16.60119,16.09621,15.75879,305173881927264256,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0200.fits
1237654668663587022,QSO,19.94467,19.68991,19.49016,19.20059,19.28096,305176355828426752,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0209.fits
1237648720682549346,QSO,19.1811,19.12894,19.03699,18.70324,18.66845,305181028752844800,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0226.fits
1237648721219485706,QSO,19.09789,19.07017,18.78769,18.64384,18.0759,305181578508658688,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0228.fits
1237648721756094553,QSO,19.57643,19.10982,18.28472,17.76004,17.52431,305217037758654464,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0357.fits
1237654671347941506,QSO,19.11341,18.78728,18.59805,18.38196,18.3459,305219786537723904,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0367.fits
1237651801235849330,QSO,19.02824,18.73756,18.80153,18.64801,18.1566,305226933363304448,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0393.fits
1237648721756291214,QSO,19.57536,19.22994,18.6264,18.1006,17.86641,305236279212140544,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0427.fits
1237648721219616960,QSO,19.75045,19.52206,19.27766,19.33273,19.4371,305255795543533568,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0498.fits
1237648721756684527,QSO,19.5366,19.32775,19.21394,19.03973,18.97627,305270364072601600,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0551.fits
1237648722293751952,QSO,19.755,19.48669,19.33957,19.03558,18.78627,305284657723762688,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0603.fits
1237648722293751910,QSO,19.68959,19.39097,19.3153,19.10482,19.14662,305288231136552960,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0616.fits
1237648721756946687,QSO,19.38209,19.27947,19.11905,19.08317,19.09375,305290979915622400,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0271/spec-0271-51883-0626.fits
1237651800700485640,QSO,19.84044,19.56483,19.10044,18.61211,18.49077,306251954051377152,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0026.fits
1237648720146727072,QSO,19.2443,19.08807,18.77396,18.74703,18.22245,306256077219981312,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0041.fits
1237654670275444850,QSO,19.39178,19.18043,18.88937,18.83907,18.62735,306265972824631296,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0077.fits
1237654669738508378,QSO,19.11876,18.74945,18.56853,18.53898,18.33023,306275318673467392,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0111.fits
1237648721220337716,QSO,19.45633,19.03209,18.73477,18.7519,18.71774,306290711836256256,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0167.fits
1237648720146333840,QSO,19.60138,19.42052,19.3915,19.14733,19.16458,306303356219975680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0213.fits
1237651800699764825,QSO,19.79326,19.46997,18.96123,18.81373,18.31935,306306104999045120,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0223.fits
1237651799625891983,QSO,19.63664,19.16509,18.93364,19.01211,19.03609,306311602557184000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0243.fits
1237651799625826449,QSO,19.71006,19.33356,19.09693,18.93557,18.9504,306313801580439552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0251.fits
1237648720683073716,QSO,19.15534,18.93114,18.72585,18.54177,18.29364,306317649871136768,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0265.fits
1237648721756618867,QSO,19.10141,18.5443,18.05664,17.59244,17.48768,306340189859506176,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0347.fits
1237651752389116031,QSO,19.67663,19.25697,18.85605,18.44271,18.37286,306344587906017280,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0363.fits
1237651752389050553,QSO,19.27075,19.12666,18.88312,18.91201,19.01712,306346512051365888,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0370.fits
1237651801236570237,QSO,19.97662,19.47002,19.52621,19.38015,19.31969,306364653993224192,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0436.fits
1237651801773703339,QSO,19.445,19.23625,18.62639,18.35101,17.81226,306381146667640832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0496.fits
1237648722294210562,QSO,19.18328,18.94095,18.76619,18.88789,18.72331,306383895446710272,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0506.fits
1237651801237028999,QSO,19.49148,19.05441,18.69996,18.6261,18.48486,306408084702521344,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0594.fits
1237654671349252194,QSO,19.476,19.31501,19.20396,19.14299,18.89945,306412207871125504,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0272/spec-0272-51941-0609.fits
1237648720147644492,QSO,19.30073,18.9345,18.71716,18.57907,18.39529,307372631546423296,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0007.fits
1237648720147579114,QSO,19.731,19.51247,19.13311,18.83384,18.84979,307381977395259392,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0041.fits
1237648720684646421,QSO,19.0832,18.85782,18.66141,18.66599,18.50814,307388024709212160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0063.fits
1237654669202292791,QSO,19.04235,18.59058,18.54892,20.96676,20.66549,307395446412699648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0090.fits
1237648720684515357,QSO,19.02544,18.88683,18.61558,18.66727,18.80107,307399294703396864,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0104.fits
1237654669739360380,QSO,19.71497,19.65382,19.54264,19.16951,19.05385,307403417872001024,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0119.fits
1237654669739294881,QSO,19.61513,19.17191,18.92355,18.49601,18.48729,307412213965023232,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0151.fits
1237648721221320951,QSO,19.60483,19.22972,18.9906,18.96873,18.83563,307413313476651008,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0155.fits
1237648721221320733,QSO,19.02863,18.90531,18.62749,18.49966,18.48875,307414687866185728,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0160.fits
1237654669739229293,QSO,19.47545,19.26057,19.01787,19.01451,18.73745,307418261278976000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0173.fits
1237648720684253217,QSO,19.19947,19.19489,19.22084,18.99718,19.02231,307420460302231552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0181.fits
1237648720684253209,QSO,19.27398,19.09699,18.81997,18.83084,18.89544,307421559813859328,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0185.fits
1237654669739032757,QSO,19.89443,19.73192,19.48427,19.38098,19.49209,307422384447580160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0188.fits
1237648721221124255,QSO,19.74908,19.28399,19.28375,19.10312,19.15553,307423209081300992,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0191.fits
1237648721221124128,QSO,19.15526,19.10463,19.0566,18.77471,18.67998,307424583470835712,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0196.fits
1237648720684187712,QSO,19.71058,19.34368,18.80982,18.72525,18.75479,307424858348742656,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0197.fits
1237648720147185897,QSO,19.70314,19.38977,19.14172,18.8957,18.646,307428981517346816,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0212.fits
1237648720684122189,QSO,19.71154,19.29422,19.13701,19.12857,18.91012,307435028831299584,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0234.fits
1237651800700551366,QSO,19.83254,19.35055,19.16028,18.88483,18.97406,307435853465020416,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0237.fits
1237654671349252248,QSO,19.59519,19.27953,18.54983,18.22963,17.64454,307458943209203712,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0321.fits
1237648722294341764,QSO,19.28319,19.10052,18.95308,18.99723,18.86787,307462791499900928,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0335.fits
1237651801237356718,QSO,19.44894,19.31325,19.15565,19.06957,19.11336,307491378802223104,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0439.fits
1237648722831671510,QSO,19.81089,18.82887,18.63908,18.58198,18.37353,307493028069664768,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0445.fits
1237648722831736988,QSO,19.3131,19.46243,19.32821,19.21277,19.21644,307493302947571712,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0446.fits
1237654670276034664,QSO,19.33509,19.11775,18.83059,18.86599,18.96167,307506497087105024,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0494.fits
1237654670812840095,QSO,19.55053,19.45327,19.12092,18.98324,18.98799,307507046842918912,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0496.fits
1237654671349907589,QSO,19.385,19.17265,19.04074,18.77004,18.66963,307525463662684160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0563.fits
1237648722294997208,QSO,19.46031,19.13182,18.61821,18.38397,18.07326,307525738540591104,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0564.fits
1237648721758388375,QSO,19.36534,19.1298,19.07164,18.75991,18.73729,307533709999892480,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0593.fits
1237648722295259270,QSO,19.21029,19.07557,19.05107,18.93169,18.97983,307538657802217472,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0611.fits
1237648721758519514,QSO,19.41542,19.33369,19.12492,19.1333,19.17537,307541956337100800,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0273/spec-0273-51957-0623.fits
1237654668666470494,QSO,19.88659,19.41199,19.33926,19.19426,19.13997,308498255837161472,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0274/spec-0274-51913-0006.fits
1237648721222500448,QSO,19.64945,19.19036,19.07893,18.71135,18.58774,308505677540648960,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0274/spec-0274-51913-0033.fits
1237654668666339548,QSO,19.93043,18.38493,17.40918,16.9229,16.61378,308510900220880896,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0274/spec-0274-51913-0052.fits
1237648720685039767,QSO,19.61547,18.91277,18.71111,18.67372,18.45416,308546909226690560,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0274/spec-0274-51913-0183.fits
1237648720148103418,QSO,19.47031,19.36838,19.13166,19.1535,19.05023,308556255075526656,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0274/spec-0274-51913-0217.fits
