objid,class,u,g,r,i,z,specObjID,spectrum
1237654669203210536,STAR,19.72414,18.57452,18.10882,17.92819,17.87324,309704694920407040,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0275/spec-0275-51910-0299.fits
1237648722832982262,STAR,19.52211,18.34208,18.41014,18.50247,18.48878,309721737350637568,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0275/spec-0275-51910-0361.fits
1237648721759240361,STAR,19.66133,18.85405,17.654,17.44499,17.3488,309732182711101440,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0275/spec-0275-51910-0399.fits
1237654671351021738,STAR,19.71132,18.45018,18.16497,18.05833,17.99151,309736031001798656,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0275/spec-0275-51910-0413.fits
1237654670814412924,STAR,19.14795,17.90047,17.65418,17.58025,17.54158,309758845868075008,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0275/spec-0275-51910-0496.fits
1237674648847646846,STAR,19.9026,18.48322,17.68336,17.10662,16.73966,310782216298850304,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0123.fits
1237648721223483596,STAR,19.71264,18.7242,18.5545,18.51414,18.54235,310791837025593344,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0158.fits
1237648721225121819,STAR,19.26165,18.02417,17.59197,17.44285,17.40713,313065901798746112,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0278/spec-0278-51900-0239.fits
1237648722297225308,STAR,19.0323,18.01348,17.69297,17.54951,17.52677,310895465996511232,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0535.fits
1237648721224270006,STAR,19.94969,19.8123,20.06498,20.43449,20.67128,311938077880772608,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0232.fits
1237674648848302240,STAR,19.63121,18.70773,18.50593,18.42862,18.46046,311942475927283712,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0248.fits
1237674648848367730,STAR,19.7928,18.71152,18.58007,18.55241,18.57417,311944674950539264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0256.fits
1237674648848040157,STAR,19.56299,18.53245,18.3562,18.2832,18.2526,311953471043561472,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0288.fits
1237648720686874655,STAR,19.09729,18.0548,17.72405,17.61027,17.53995,311957319334258688,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0302.fits
1237648721223745713,STAR,19.79736,19.71386,19.90143,20.13099,20.32726,311959793235421184,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0311.fits
1237674649921781986,STAR,19.48083,18.34753,18.31915,18.3835,18.42373,311961992258676736,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0319.fits
1237648722834751504,STAR,19.02651,17.95876,17.61215,17.46283,17.40954,311977935177279488,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0377.fits
1237648721761009723,STAR,19.07496,17.92534,17.99306,18.05702,18.10761,311983432735418368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0397.fits
1237648722834817085,STAR,19.24955,18.85136,19.08061,19.35235,19.63788,311988105659836416,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0414.fits
1237648722834817054,STAR,19.03458,17.75905,17.48547,17.39514,17.37071,311988655415650304,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0416.fits
1237674651532984465,STAR,19.17919,18.02294,17.74629,17.64057,17.60265,312000200287741952,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0458.fits
1237674650995982504,STAR,19.54676,18.27885,17.81211,17.61029,17.44691,312005972723787776,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0479.fits
1237674651533049993,STAR,19.59022,18.32415,17.8863,17.74685,17.72266,312021365886576640,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0535.fits
1237674649923617004,STAR,19.72061,17.71677,16.61062,15.95666,15.58022,313008452316194816,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0278/spec-0278-51900-0030.fits
1237648721225646257,STAR,19.35935,18.0307,17.49675,17.27001,17.2101,313009276949915648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0278/spec-0278-51900-0033.fits
1237674649384910985,STAR,19.14034,17.80689,17.91228,18.02124,18.07677,310751704851179520,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0012.fits
1237648721223876839,STAR,19.44232,18.09969,17.55955,17.34365,17.27227,310757477287225344,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0033.fits
1237674648847712446,STAR,19.70505,19.22494,19.4093,19.60902,19.92601,310775069473269760,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0097.fits
1237674651531935871,STAR,19.72388,17.99704,17.34286,17.11448,17.00079,310874300397676544,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0458.fits
1237648721760747592,STAR,19.0879,18.66548,18.78027,18.8787,19.09919,310911408915113984,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0593.fits
1237648721760813278,STAR,19.6593,19.20642,18.58325,18.46646,18.48049,310913058182555648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0599.fits
1237674649385697523,STAR,19.23895,18.15183,17.72739,17.57905,17.46885,311895196927289344,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0076.fits
1237674649385500708,STAR,19.84678,18.11995,17.18808,16.97152,16.7112,311925983252867072,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0277/spec-0277-51908-0188.fits
1237674651533836384,STAR,19.02373,17.90805,17.73413,17.71575,17.70969,313126374938273792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0278/spec-0278-51900-0459.fits
1237648720688447521,STAR,19.0242,18.57467,18.62238,18.70063,18.84633,314210769690454016,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0308.fits
1237648721224990762,STAR,19.2446,18.07362,17.62572,17.4771,17.38438,313084593496418304,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0278/spec-0278-51900-0307.fits
1237674649922568304,STAR,19.05194,17.84073,17.40597,17.24353,17.18362,313085143252232192,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0278/spec-0278-51900-0309.fits
1237648721761927174,STAR,19.26146,18.02958,17.49889,17.28043,17.20213,313108507874322432,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0278/spec-0278-51900-0394.fits
1237648720152232146,STAR,19.80049,17.83479,16.80757,16.34498,15.86836,314164590202087424,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0140.fits
1237674649924010129,STAR,19.50467,18.27939,18.27156,18.30691,18.24862,314167064103249920,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0149.fits
1237674650460487926,STAR,19.33641,19.68904,20.17266,20.56609,20.56794,314222864318359552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0352.fits
1237674651534229652,STAR,19.17395,17.98148,17.54107,17.37774,17.30768,314226987486963712,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0367.fits
1237674650997882939,STAR,19.00219,17.88188,17.47776,17.35724,17.32225,315347658472450048,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0280/spec-0280-51612-0348.fits
1237674650997883119,STAR,19.27262,18.02324,17.57878,17.41265,17.36274,315348757984077824,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0280/spec-0280-51612-0352.fits
1237648721762713698,STAR,19.79232,18.85234,18.76945,18.77581,18.76071,314246503818356736,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0438.fits
1237648721227022449,STAR,19.34166,18.44663,18.68052,18.87388,19.02724,315270692658505728,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0280/spec-0280-51612-0068.fits
1237674650461601942,STAR,19.67677,18.68716,18.4243,18.32086,18.32413,315294332158502912,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0280/spec-0280-51612-0154.fits
1237674648850596017,STAR,19.77446,18.67347,18.3008,18.17604,18.09066,315318521414313984,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0280/spec-0280-51612-0242.fits
1237674650998276194,STAR,19.01806,17.8113,17.33255,17.13791,17.05866,315383392600352768,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0280/spec-0280-51612-0478.fits
1237674650998407335,STAR,19.75875,19.37411,19.46336,18.90507,18.29506,315391364059654144,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0280/spec-0280-51612-0507.fits
1237674648851382381,STAR,19.78442,18.82589,18.47532,18.34663,18.30729,316434250872154112,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0281/spec-0281-51614-0205.fits
1237674648851316933,STAR,19.71905,18.75982,18.4627,18.34149,18.31723,316435350383781888,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0281/spec-0281-51614-0209.fits
1237648720690020476,STAR,19.80637,18.77712,18.63493,18.58736,18.6554,316438923796572160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0281/spec-0281-51614-0222.fits
1237648721764876467,STAR,19.55019,18.0547,17.54874,17.35641,17.21304,317639591232301056,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0282/spec-0282-51658-0494.fits
1237671139870179517,STAR,19.93989,18.91899,18.80618,18.78924,18.77821,318633005037938688,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0283/spec-0283-51959-0012.fits
1237671127514873983,STAR,19.81781,18.8522,18.72379,18.59529,18.75849,318635204061194240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0283/spec-0283-51959-0020.fits
1237674651535474755,STAR,19.8575,18.9046,18.57749,18.46777,18.43764,316480980116334592,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0281/spec-0281-51614-0375.fits
